"id","name","dbpediaResource"
"DB01233","Metoclopramide","Metoclopramide"
"DB01234","Dexamethasone","Dexamethasone"
"DB01235","Levodopa","Levodopa"
"DB01236","Sevoflurane","Sevoflurane"
"DB01237","Bromodiphenhydramine",""
"DB01238","Aripiprazole","Aripiprazole"
"DB01239","Chlorprothixene","Chlorprothixene"
"DB01240","Epoprostenol","Epoprostenol"
"DB01241","Gemfibrozil","Gemfibrozil"
"DB01242","Clomipramine","Clomipramine"
"DB01243","Chloroxine",""
"DB01244","Bepridil","Bepridil"
"DB01245","Decamethonium","Decamethonium"
"DB01246","Trimeprazine",""
"DB01247","Isocarboxazid","Isocarboxazid"
"DB01248","Docetaxel","Docetaxel"
"DB01249","Iodixanol","Iodixanol"
"DB01250","Olsalazine","Olsalazine"
"DB01251","Gliquidone","Gliquidone"
"DB01252","Mitiglinide","Mitiglinide"
"DB01253","Ergonovine","Ergonovine"
"DB01254","Dasatinib","Dasatinib"
"DB01255","Lisdexamfetamine","Lisdexamfetamine"
"DB01256","Retapamulin","Retapamulin"
"DB01257","Eculizumab","Eculizumab"
"DB01258","Aliskiren","Aliskiren"
"DB01259","Lapatinib","Lapatinib"
"DB01260","Desonide","Desonide"
"DB01261","Sitagliptin","Sitagliptin"
"DB01262","Decitabine","Decitabine"
"DB01263","Posaconazole","Posaconazole"
"DB01264","Darunavir","Darunavir"
"DB01265","Telbivudine",""
"DB01266","Kunecatechins",""
"DB01267","Paliperidone","Paliperidone"
"DB01268","Sunitinib","Sunitinib"
"DB01269","Panitumumab","Panitumumab"
"DB01270","Ranibizumab","Ranibizumab"
"DB01271","Idursulfase","Idursulfase"
"DB01272","Alglucosidase alfa","Alglucosidase_alfa"
"DB01273","Varenicline","Varenicline"
"DB01274","Arformoterol",""
"DB01275","Hydralazine","Hydralazine"
"DB01276","Exenatide","Exenatide"
"DB01277","Mecasermin",""
"DB01278","Pramlintide","Pramlintide"
"DB01279","Galsulfase","Galsulfase"
"DB01280","Nelarabine","Nelarabine"
"DB01281","Abatacept","Abatacept"
"DB01282","Carbetocin","Carbetocin"
"DB01283","Lumiracoxib","Lumiracoxib"
"DB01284","Cosyntropin","Cosyntropin"
"DB01285","Corticotropin","Adrenocorticotropic_hormone"
"DB01287","Dihydroergotoxine",""
"DB01288","Fenoterol","Fenoterol"
"DB01289","Glisoxepide",""
"DB01291","Pirbuterol",""
"DB01294","Bismuth Subsalicylate","Bismuth_subsalicylate"
"DB01295","Bevantolol",""
"DB01296","Glucosamine","Glucosamine"
"DB01297","Practolol","Practolol"
"DB01298","Sulfacytine",""
"DB01299","Sulfadoxine",""
"DB01301","Rolitetracycline","Rolitetracycline"
"DB01303","Oxtriphylline","Oxtriphylline"
"DB01306","Insulin-aspart","Insulin_aspart"
"DB01307","Insulin-detemir","Insulin_detemir"
"DB01308","Insulin-glargine","Insulin_glargine"
"DB01309","Insulin-glulisine","Insulin_glulisine"
"DB01310","Insulin-lispro","Insulin_lispro"
"DB01319","Fosamprenavir","Fosamprenavir"
"DB01320","Fosphenytoin","Fosphenytoin"
"DB01321","Josamycin","Josamycin"
"DB01322","Kava","Kava-kava"
"DB01323","St. John's Wort","St_John%27s_wort"
"DB01324","Polythiazide",""
"DB01325","Quinethazone","Quinethazone"
"DB01326","Cefamandole","Cefamandole"
"DB01327","Cefazolin","Cefazolin"
"DB01328","Cefonicid",""
"DB01329","Cefoperazone","Cefoperazone"
"DB01330","Cefotetan","Cefotetan"
"DB01331","Cefoxitin","Cefoxitin"
"DB01332","Ceftizoxime","Ceftizoxime"
"DB01333","Cefradine","Cefradine"
"DB01334","Doxacurium","Doxacurium"
"DB01336","Metocurine","Dimethyltubocurarinium"
"DB01337","Pancuronium","Pancuronium"
"DB01338","Pipecuronium","Pipecuronium"
"DB01339","Vecuronium","Vecuronium"
"DB01340","Cilazapril","Cilazapril"
"DB01341","Dihydroquinidine barbiturate",""
"DB01342","Forasartan",""
"DB01344","Polystyrene sulfonate","Polystyrene_sulfonate"
"DB01345","Potassium","Potassium"
"DB01346","Quinidine barbiturate",""
"DB01347","Saprisartan",""
"DB01348","Spirapril","Spirapril"
"DB01349","Tasosartan","Tasosartan"
"DB01351","Amobarbital","Amobarbital"
"DB01352","Aprobarbital","Aprobarbital"
"DB01353","Butethal","Butobarbital"
"DB01354","Heptabarbital","Heptabarbital"
"DB01355","Hexobarbital","Hexobarbital"
"DB01356","Lithium","Lithium"
"DB01357","Mestranol","Mestranol"
"DB01359","Penbutolol","Penbutolol"
"DB01361","Troleandomycin","Troleandomycin"
"DB01362","Iohexol","Iohexol"
"DB01363","Ephedra","Ephedra"
"DB01364","Ephedrine","Ephedrine"
"DB01365","Mephentermine",""
"DB01366","Procaterol",""
"DB01367","Rasagiline","Rasagiline"
"DB01369","Quinupristin","Quinupristin"
"DB01370","Aluminium","Aluminium"
"DB01373","Calcium","Calcium"
"DB01375","Dihydroxyaluminium","Aluminium_monostearate"
"DB01377","Magnesium oxide","Magnesia"
"DB01378","Magnesium","Magnesium"
"DB01380","Cortisone acetate","Cortisone_acetate"
"DB01381","Ginkgo biloba","Ginkgo_biloba"
"DB01382","Glycodiazine",""
"DB01384","Paramethasone","Paramethasone"
"DB01388","Mibefradil","Mibefradil"
"DB01390","Sodium bicarbonate","Sodium_bicarbonate"
"DB01392","Yohimbine","Yohimbine"
"DB01393","Bezafibrate","Bezafibrate"
"DB01394","Colchicine","Colchicine"
"DB01395","Drospirenone","Drospirenone"
"DB01396","Digitoxin","Digitoxin"
"DB01397","Salicylate-magnesium","Magnesium_salicylate"
"DB01398","Salicylate-sodium","Sodium_salicylate"
"DB01399","Salsalate",""
"DB01400","Neostigmine","Neostigmine"
"DB01401","Trisalicylate-choline",""
"DB01402","Bismuth","Bismuth"
"DB01403","Methotrimeprazine","Levomepromazine"
"DB01404","Ginseng","Ginseng"
"DB01405","Temafloxacin","Temafloxacin"
"DB01406","Danazol","Danazol"
"DB01407","Clenbuterol","Clenbuterol"
"DB01408","Bambuterol","Bambuterol"
"DB01409","Tiotropium","Tiotropium"
"DB01410","Ciclesonide","Ciclesonide"
"DB01411","Pranlukast","Pranlukast"
"DB01412","Theobromine","Theobromine"
"DB01413","Cefepime","Cefepime"
"DB01414","Cefacetrile","Cefacetrile"
"DB01415","Ceftibuten","Ceftibuten"
"DB01416","Cefpodoxime","Cefpodoxime"
"DB01418","Acenocoumarol","Acenocoumarol"
"DB01419","Antrafenine","Antrafenine"
"DB01420","Testosterone Propionate",""
"DB01421","Paromomycin","Paromomycin_sulfate"
"DB01422","Nitroxoline","Nitroxoline"
"DB01423","Stepronin","Stepronin"
"DB01424","Aminophenazone","Aminophenazone"
"DB01425","Alizapride","Alizapride"
"DB01426","Ajmaline","Ajmaline"
"DB01427","Amrinone","Amrinone"
"DB01428","Oxybenzone","Oxybenzone"
"DB01429","Aprindine","Aprindine"
"DB01430","Almitrine","Almitrine"
"DB01431","Allylestrenol",""
"DB01432","Cholestyramine","Cholestyramine"
"DB01433","Methadyl Acetate",""
"DB01434","19-norandrostenedione",""
"DB01435","Antipyrine","Phenazone"
"DB01436","Alfacalcidol",""
"DB01437","Glutethimide","Glutethimide"
"DB01438","Phenazopyridine","Phenazopyridine"
"DB01439","3-Methylthiofentanyl","3-Methylthiofentanyl"
"DB01440","Gamma Hydroxybutyric Acid","Gamma-Hydroxybutyric_acid"
"DB01441","5-Methoxy-N,N-diisopropyltryptamine","5-Methoxy-diisopropyltryptamine"
"DB01442","MMDA","MMDA_%28psychedelic%29"
"DB01443","19-Nor-5-androstenedione",""
"DB01444","Dimethylthiambutene","Dimethylthiambutene"
"DB01445","Bufotenine","Bufotenine"
"DB01446","Alpha-methyltryptamine","Alpha-methyltryptamine"
"DB01447","4-Methylaminorex","4-Methylaminorex"
"DB01448","19-Nor-4-androstenedione",""
"DB01450","Dihydroetorphine",""
"DB01451","1-Androstenedione",""
"DB01452","Heroin","Heroin"
"DB01453","Beta-hydroxyfentanyl",""
"DB01454","3,4-Methylenedioxymethamphetamine","3,4-Methylenedioxymethamphetamine"
"DB01455","19-Nor-5-androstenediol",""
"DB01456","5-Androstenedione",""
"DB01458","2,5-Dimethoxy-4-(n)-propylthiophenethylamine",""
"DB01459","Bezitramide","Bezitramide"
"DB01460","Diethyltryptamine","Diethyltryptamine"
"DB01461","Dimenoxadol",""
"DB01462","Etonitazene","Etonitazene"
"DB01463","Fencamfamine","Fencamfamine"
"DB01464","Furethidine",""
"DB01465","2,5-Dimethoxyamphetamine",""
"DB01466","Ethylmorphine","Ethylmorphine"
"DB01467","2,5-Dimethoxy-4-ethylamphetamine","2,5-Dimethoxy-4-ethylamphetamine"
"DB01468","Ethylmethylthiambutene","Ethylmethylthiambutene"
"DB01469","Acetorphine",""
"DB01470","Alpha-methylthiofentanyl",""
"DB01471","Bolasterone",""
"DB01472","4-Methoxyamphetamine",""
"DB01473","Betaprodine",""
"DB01474","17Alpha-methyl-3beta,17beta-dihydroxyandrost-4-ene",""
"DB01475","Dioxaphetyl butyrate",""
"DB01476","Haloxazolam","Haloxazolam"
"DB01477","Codeine methylbromide",""
"DB01478","1-Methyl-4-phenyl-4-propionoxypiperidine",""
"DB01479","17Alpha-methyl-3alpha,17beta-dihydroxy-5alpha-androstane",""
"DB01480","Cyprenorphine",""
"DB01481","Delta1-dihydrotestosterone",""
"DB01482","Fenethylline","Fenethylline"
"DB01483","Barbital","Barbital"
"DB01484","4-Bromo-2,5-dimethoxyamphetamine",""
"DB01485","4-Hydroxytestosterone","4-Hydroxytestosterone"
"DB01486","Cathine","Cathine"
"DB01487","Embutramide",""
"DB01488","Dimethyltryptamine","Dimethyltryptamine"
"DB01489","Camazepam","Camazepam"
"DB01490","Aminorex","Aminorex"
"DB01491","Dipipanone","Dipipanone"
"DB01493","Ethylestrenol","Ethylestrenol"
"DB01494","Chloral betaine",""
"DB01495","Dichloralphenazone","Dichloralphenazone"
"DB01496","Barbituric acid derivative",""
"DB01497","Etorphine","Etorphine"
"DB01498","Alphamethadol",""
"DB01499","Alphameprodine",""
"DB01500","4-Hydroxy-19-nortestosterone",""
"DB01501","Difenoxin",""
"DB01502","Diampromide",""
"DB01503","1-Androstenediol",""
"DB01505","Etoxeridine",""
"DB01506","1-Phenylcyclohexylamine",""
"DB01507","3Beta,17beta-dihydroxy-5alpha-androstane",""
"DB01509","3,4-Methylenedioxyamphetamine","3,4-Methylenedioxyamphetamine"
"DB01510","Dehydrochloromethyltestosterone",""
"DB01511","Delorazepam",""
"DB01512","Hydromorphinol",""
"DB01513","17Alpha-methyl-3beta,17beta-dihydroxy-5alpha-androstane",""
"DB01514","Furazabol","Furazabol"
"DB01515","Benzoylecgonine","Benzoylecgonine"
"DB01516","3,4,5-Trimethoxyamphetamine","3,4,5-Trimethoxyamphetamine"
"DB01518","Benzethidine",""
"DB01520","Tenocyclidine","Tenocyclidine"
"DB01521","Clostebol","Clostebol"
"DB01522","Betacetylmethadol",""
"DB01523","Clonitazene",""
"DB01524","5-Androstenediol",""
"DB01525","Ecgonine","Ecgonine"
"DB01526","4-Androstenediol",""
"DB01527","Clortermine","Clortermine"
"DB01528","4-Methyl-2,5-dimethoxyamphetamine",""
"DB01529","Dextromoramide","Dextromoramide"
"DB01530","3Alpha,17beta-dihydroxy-5alpha-androstane",""
"DB01531","Desomorphine",""
"DB01532","Acetyl-alpha-methylfentanyl",""
"DB01533","Diethylthiambutene","Diethylthiambutene"
"DB01534","Chlorhexadol",""
"DB01535","Carfentanil","Carfentanil"
"DB01536","4-Androstenedione",""
"DB01537","4-Bromo-2,5-dimethoxyphenethylamine",""
"DB01538","Acetyldihydrocodeine","Acetyldihydrocodeine"
"DB01539","1-Piperidinocyclohexanecarbonitrile",""
"DB01540","17Alpha-methyl-4-hydroxynandrolone",""
"DB01541","Boldenone","Boldenone"
"DB01542","Allylprodine",""
"DB01543","13Beta-ethyl-17beta-hydroxygon-4-en-3-one",""
"DB01544","Flunitrazepam","Flunitrazepam"
"DB01545","Ethyl loflazepate","Ethyl_loflazepate"
"DB01546","Alpha-ethyltryptamine","Alpha-ethyltryptamine"
"DB01547","Drotebanol",""
"DB01548","Diprenorphine","Diprenorphine"
"DB01549","Rolicyclidine","Rolicyclidine"
"DB01550","Fenproporex",""
"DB01551","Dihydrocodeine","Dihydrocodeine"
"DB01552","Betameprodine",""
"DB01553","Cloxazolam","Cloxazolam"
"DB01554","19-Nor-4-androstenediol",""
"DB01555","Alphacetylmethadol",""
"DB01556","Chlorphentermine","Chlorphentermine"
"DB01557","Alpha-methylfentanyl","Alpha-methylfentanyl"
"DB01558","Bromazepam","Bromazepam"
"DB01559","Clotiazepam","Clotiazepam"
"DB01560","Cathinone","Cathinone"
"DB01561","Androstanedione",""
"DB01562","1-(2-Phenylethyl)-4-phenyl-4-acetoxypiperidine",""
"DB01563","Chloral hydrate","Chloral_hydrate"
"DB01564","Calusterone",""
"DB01565","Dihydromorphine","Dihydromorphine"
"DB01566","3,4-Methylenedioxy-N-ethylamphetamine",""
"DB01567","Fludiazepam","Fludiazepam"
"DB01568","Codeine-N-oxide",""
"DB01569","Formebolone",""
"DB01570","Beta-hydroxy-3-methylfentanyl",""
"DB01571","3-Methylfentanyl","3-Methylfentanyl"
"DB01572","17Alpha-methyl-delta1-dihydrotestosterone",""
"DB01573","Benzylmorphine","Benzylmorphine"
"DB01574","Attapulgite","Attapulgite"
"DB01575","Kaolin","Kaolin"
"DB01576","Dextroamphetamine","Dextroamphetamine"
"DB01577","Methamphetamine","Methamphetamine"
"DB01578","Metrizamide",""
"DB01579","Phendimetrazine","Phendimetrazine"
"DB01580","Oxprenolol","Oxprenolol"
"DB01581","Sulfamerazine","Sulfamerazine"
"DB01582","Sulfamethazine",""
"DB01583","Liotrix",""
"DB01584","Thyroglobulin","Thyroglobulin"
"DB01586","Ursodeoxycholic acid","Ursodiol"
"DB01587","Ketazolam","Ketazolam"
"DB01588","Prazepam","Prazepam"
"DB01589","Quazepam","Quazepam"
"DB01590","Everolimus","Everolimus"
"DB01591","Solifenacin","Solifenacin"
"DB01592","Iron","Iron"
"DB01593","Zinc","Zinc"
"DB01594","Cinolazepam","Cinolazepam"
"DB01595","Nitrazepam","Nitrazepam"
"DB01597","Cilastatin","Cilastatin"
"DB01598","Imipenem","Imipenem"
"DB01599","Probucol","Probucol"
"DB01600","Tiaprofenic acid","Tiaprofenic_acid"
"DB01601","Lopinavir","Lopinavir"
"DB01602","Bacampicillin",""
"DB01603","Meticillin","Methicillin"
"DB01604","Pivampicillin","Pivampicillin"
"DB01605","Pivmecillinam",""
"DB01606","Tazobactam","Tazobactam"
"DB01607","Ticarcillin","Ticarcillin"
"DB01608","Propericiazine",""
"DB01609","Deferasirox","Deferasirox"
"DB01610","Valganciclovir","Valganciclovir"
"DB01611","Hydroxychloroquine","Hydroxychloroquine"
"DB01612","Amyl Nitrite","Amyl_nitrite"
"DB01613","Erythrityl Tetranitrate",""
"DB01614","Acepromazine","Acepromazine"
"DB01615","Aceprometazine","Aceprometazine"
"DB01616","Alverine",""
"DB01617","Belladona",""
"DB01618","Molindone","Molindone"
"DB01619","Phenindamine",""
"DB01620","Pheniramine","Pheniramine"
"DB01621","Pipotiazine",""
"DB01622","Thioproperazine",""
"DB01623","Thiothixene","Thiothixene"
"DB01624","Zuclopenthixol","Zuclopenthixol"
"DB01625","Isopropamide","Isopropamide_iodide"
"DB01626","Pargyline","Pargyline"
"DB01627","Lincomycin","Lincomycin"
"DB01628","Etoricoxib","Etoricoxib"
"DB01629","5-Fluorouridine",""
"DB01630","SC-74020",""
"DB01631","Methyl Nonanoate (Ester)",""
"DB01632","Alpha-Phosphoribosylpyrophosphoric Acid",""
"DB01633","Deoxy-2-Fluoro-B-D-Cellotrioside",""
"DB01634","2-Oxy-4-Hydroxy-5-(2-Hydrazinopyridine)Phenylalanine",""
"DB01635","2,2-Dimethylthiazolidine-4-Carboxylic Acid;(Dmt)Thiazolidine",""
"DB01636","Clorocruoro Hem",""
"DB01637","3,7,11,15-Tetramethyl-Hexadecan-1-Ol",""
"DB01638","D-Sorbitol","Sorbitol"
"DB01639","N-Methyl-Pyridoxal-5'-Phosphate",""
"DB01640","(5r)-6-(4-{[2-(3-Iodobenzyl)-3-Oxocyclohex-1-En-1-Yl]Amino}Phenyl)-5-Methyl-4,5-Dihydropyridazin-3(2h)-One",""
"DB01641","(5z)-2-[(1s,2r)-1-Amino-2-Hydroxypropyl]-5-[(4-Amino-1h-Indol-3-Yl)Methylene]-3-(2-Hydroxyethyl)-3,5-Dihydro-4h-Imidazol-4-One",""
"DB01642","O1-Methyl-Glucose",""
"DB01643","Thymidine-5'-Phosphate",""
"DB01644","3,6-Dihydroxy-Xanthene-9-Propionic Acid",""
"DB01645","Genistein","Genistein"
"DB01646","N-Acetylmethionine",""
"DB01647","(R)-Mesopram",""
"DB01648","O1-Methyl-4-Deoxy-4-Thio-Beta-D-Glucose",""
"DB01649","7-Methyl-Gpppa",""
"DB01650","trans-2-hydroxycinnamic acid",""
"DB01651","Methyl 4,6-O-[(1r)-1-Carboxyethylidene]-Beta-D-Galactopyranoside",""
"DB01652","4-Hydroxybenzoyl Coenzyme A",""
"DB01653","(5z)-5-(1h-Indol-3-Ylmethylene)-4h-Imidazol-4-One",""
"DB01654","Thiorphan",""
"DB01655","L-Guluronic Acid 6-Phosphate",""
"DB01657","2-Amino-3-[4-Hydroxy-6-Oxo-3-(2-Phenyl-Cyclopropylimino)-Cyclohexa-1,4-Dienyl]-Propionic Acid",""
"DB01658","1'-Deazo-Thiamin Diphosphate",""
"DB01659","3-(1,10-Phenanthrol-2-Yl)-L-Alanine",""
"DB01660","Adenosine-5'-Diphosphate Monothiophosphate",""
"DB01661","Phosphoribosyl Atp",""
"DB01662","Trans-O-Hydroxy-Alpha-Methyl Cinnamate",""
"DB01663","Lambda-Bis(2,2'-Bipyridine)-(5-Methyl-2-2'-Bipyridine)-C9-Adamantane Ruthenium (Ii)",""
"DB01664","(S)-Des-Me-Ampa",""
"DB01665","ZK-800270",""
"DB01666","D-Myo-Inositol-Hexasulphate",""
"DB01667","8-Azaguanine",""
"DB01668","Nanaomycin D",""
"DB01669","Virginiamycin M1",""
"DB01670","Propyl Acetate","Propyl_Acetate"
"DB01671","4-(Hydroxymercury)Benzoic Acid",""
"DB01672","2,3-Dihydroxy-Benzoic Acid",""
"DB01673","Uridine-5'-Diphosphate-N-Acetylmuramoyl-L-Alanine",""
"DB01674","[2-(1-Amino-2-Hydroxy-Propyl)-4-(4-Fluoro-1h-Indol-3-Ylmethyl)-5-Hydroxy-Imidazol-1-Yl]-Acetic Acid",""
"DB01675","Methacrylyl-Coenzyme A",""
"DB01676","Trinitrotoluene","Trinitrotoluene"
"DB01677","Fumarate","Fumarate"
"DB01678","RU84687",""
"DB01679","Propyl Trihydrogen Diphosphate",""
"DB01681","Benzene Hexacarboxylic Acid",""
"DB01682","6'-Methyl-Thiamin Diphosphate",""
"DB01683","Chymostatin",""
"DB01684","1-Hydroxy-1-Thio-Glycerol",""
"DB01685","4-[5-Pyridin-4-Yl-1h-[1,2,4]Triazol-3-Yl]-Pyridine-2-Carbonitrile",""
"DB01686","N,N-dimethylarginine","Asymmetric_dimethylarginine"
"DB01687","Mannobiose",""
"DB01688","P-Cresol","P-Cresol"
"DB01689","Inhibitor Idd 384",""
"DB01690","Bis(Adenosine)-5'-Triphosphate",""
"DB01691","Indole Naphthyridinone",""
"DB01692","Dithioerythritol",""
"DB01693","Ribavirin Monophosphate",""
"DB01694","D-tartaric acid","Tartaric_acid"
"DB01695","N-Hydroxy-4-Phosphono-Butanamide",""
"DB01696","7,9-Dihydro-1h-Purine-2,6,8(3h)-Trione",""
"DB01697","Cellotriose",""
"DB01698","Rutin","Rutin"
"DB01699","(4e)-4-Aminohex-4-Enoic Acid",""
"DB01700","Aicar",""
"DB01701","1,2-Dichloro-Propane",""
"DB01702","2-(3,4-Dihydroxyphenyl)Acetic Acid",""
"DB01703","N-(2-Ferrocenylethyl)Maleimide",""
"DB01704","2,4-Dihydroxy-Trans Cinnamic Acid",""
"DB01705","Bis(5-Amidino-Benzimidazolyl)Methane",""
"DB01706","2-Bromo-6-Chloro-Purine",""
"DB01707","L-Alfa-Lysophosphatidylcholine, Lauroyl",""
"DB01708","3-Beta-Hydroxy-5-Androsten-17-One",""
"DB01709","2-Phosphoglyceric Acid",""
"DB01710","Porphyrin Fe(Iii)",""
"DB01711","2,3,4,5,6-Pentafluorobenzyl Alcohol",""
"DB01712","(3r)-4-(P-Toluenesulfonyl)-1,4-Thiazane-3-Carboxylicacid-L-Phenylalanine Ethyl Ester",""
"DB01713","Udp-Alpha-D-Xylopyranose",""
"DB01714","N-Methyl-Lysine",""
"DB01715","7,8-Diamino-Nonanoic Acid",""
"DB01716","2-Propenyl-N-Acetyl-Neuramic Acid",""
"DB01717","Bis(Adenosine)-5'-Pentaphosphate",""
"DB01718","Cetyl-Trimethyl-Ammonium",""
"DB01719","Thio-Maltopentaose",""
"DB01720","(2z)-2-(Benzoylamino)-3-[4-(2-Bromophenoxy)Phenyl]-2-Propenoic Acid",""
"DB01721","Analogue of Indinavir Drug",""
"DB01722","Ethylbenzene","Ethylbenzene"
"DB01723","{3-[3-(3,4-Dimethoxy-Phenyl)-1-(1-{1-[2-(3,4,5-Trimethoxy-Phenyl)-Butyryl]-Piperidin-2yl}-Vinyloxy)-Propyl]-Phenoxy}-Acetic Acid",""
"DB01724","Reduced Threonine",""
"DB01725","CRA_7806",""
"DB01726","2-Aminophenol",""
"DB01727","Isocitric Acid",""
"DB01728","3-[Aminoethylphosphoryl]-[1,2-Di-Palmitoyl]-Sn-Glycerol",""
"DB01729","(1s,3s,4s)-1,3,4-Triphospho-Myo-Inositol",""
"DB01730","9-(4-Hydroxy-3-(Hydroxymethyl)but-1-Yl)Guanine",""
"DB01731","(S)-Wiskostatin",""
"DB01732","(4r,5s,6s,7r)-1,3-Dibenzyl-4,7-Bis(Phenoxymethyl)-5,6-Dihydroxy-1,3 Diazepan-2-One",""
"DB01733","L-Phospholactate",""
"DB01734","3-(Oxalyl-Amino)-Naphthalene-2-Carboxylic Acid",""
"DB01735","3-Chloroalaninate",""
"DB01736","[3-(Dodecanoylamino)Propyl](Hydroxy)Dimethylammonium",""
"DB01737","Nalpha-(2-Naphthylsulfonylglycyl)-3-Amidino-D,L-Phenylalanine-Isopropylester",""
"DB01738","O-Phosphoethanolamine",""
"DB01739","Allo-Isoleucine",""
"DB01740","2-Amino-4-Butyl-5-Propylselenazole",""
"DB01741","CRA_17693",""
"DB01742","(3r)-1-Acetyl-3-Methylpiperidine",""
"DB01743","Pyoverdine-Chromophore",""
"DB01744","Camphor","Camphor"
"DB01745","N-Alpha-(2-Naphthylsulfonyl)-N(3-Amidino-L-Phenylalaninyl)Isopipecolinic Acid Methyl Ester",""
"DB01746","D-Leucine",""
"DB01747","Coprogen",""
"DB01748","N-Benzyl-4-Sulfamoyl-Benzamide",""
"DB01749","1,2-Dimethoxyethane","1,2-Dimethoxyethane"
"DB01750","Naphthalen-1-Yl-Acetic Acid",""
"DB01751","3,3',5,5'-Tetraiodothyroacetic Acid",""
"DB01752","S-Adenosyl-L-Homocysteine",""
"DB01753","4-Oxo-Nicotinamide-Adenine Dinucleotide Phosphate",""
"DB01754","3,4-Dihydroxy-1-Methylquinolin-2(1h)-One",""
"DB01755","N-[Isoleucinyl]-N'-[Adenosyl]-Diaminosufone",""
"DB01756","D-4-Phosphoerythronic Acid",""
"DB01758","3-Iodo-Tyrosine",""
"DB01759","5-Hydroxy-2-(Hydroxymethyl)-4h-Pyran-4-One",""
"DB01760","2-Methoxy-3-Isopropylpyrazine",""
"DB01761","4-[5-[2-(1-Phenyl-Ethylamino)-Pyrimidin-4-Yl]-1-Methyl-4-(3-Trifluoromethylphenyl)-1h-Imidazol-2-Yl]-Piperidine",""
"DB01762","Acetoacetic Acid",""
"DB01763","Tatp",""
"DB01764","Dalfopristin","Dalfopristin"
"DB01765","(5-Oxo-5,6-Dihydro-Indolo[1,2-a]Quinazolin-7-Yl)-Acetic Acid",""
"DB01766","Beta-(2-Naphthyl)-Alanine",""
"DB01767","Hemi-Babim",""
"DB01768","Methylumbelliferyl Sialic Acid",""
"DB01769","Double Oxidized Cysteine",""
"DB01770","All-Trans Axerophthene",""
"DB01771","CRA_10991",""
"DB01772","3-[3-(2,3-Dihydroxy-Propylamino)-Phenyl]-4-(5-Fluoro-1-Methyl-1h-Indol-3-Yl)-Pyrrole-2,5-Dione",""
"DB01773","4-[3-Carboxymethyl-3-(4-Phosphonooxy-Benzyl)-Ureido]-4-[(3-Cyclohexyl-Propyl)-Methyl-Carbamoyl]Butyric Acid",""
"DB01774","Adenosine-5'-Monophosphate Glucopyranosyl-Monophosphate Ester",""
"DB01775","Dihydroxyacetone","Dihydroxyacetone"
"DB01776","M-Cresol","M-Cresol"
"DB01777","Coa-S-Trimethylene-Acetyl-Tryptamine",""
"DB01778","8-Amino-1,3-Dimethyl-3,7-Dihydropurine-2,6-Dione",""
"DB01779","Glycerol-2-Phosphate",""
"DB01780","Fusicoccin","Fusicoccin"
"DB01782","2,6-Dihydroanthra/1,9-Cd/Pyrazol-6-One",""
"DB01783","N-[(2r)-2,4-Dihydroxy-3,3-Dimethylbutanoyl]-Beta-Alanine",""
"DB01784","4-Flourobenzenesulfonamide",""
"DB01785","Dimethylallyl Diphosphate",""
"DB01786","D-Alanine",""
"DB01788","4-Imino-5-Methidyl-2-Methylpyrimidine",""
"DB01789","1-Amino-2,3-Dihydroxy-5-Hydroxymethyl Cyclohex-5-Ene",""
"DB01790","Sp-Adenosine-3',5'-Cyclic-Monophosphorothioate",""
"DB01791","Piclamilast",""
"DB01792","Adenylyl-3'-5'-Phospho-Uridine-3'-Monophosphate",""
"DB01793","I-5",""
"DB01794","bis(molybdopterin)tungsten cofactor",""
"DB01795","Phenyl Boronic Acid",""
"DB01796","Quinolinic Acid",""
"DB01797","(2r)-2-(Aminomethyl)-2,4-Dihydroxy-5-Oxo-3-(2-Oxoethyl)-2,5-Dihydro-1h-Imidazol-3-Ium",""
"DB01798","Ethyl Dihydrogen Diphosphate",""
"DB01799","4-Hydroxy-3-Methyl Butyl Diphosphate",""
"DB01800","N,4-Dihydroxy-N-Oxo-3-(Sulfooxy)Benzenaminium",""
"DB01802","(4r)-7aza-7,8-Dihydrolimonene",""
"DB01803","2-(Trimethylammonium)Ethyl Thiol",""
"DB01804","2-Ammoniobut-3-Enoate, 2-Amino-3-Butenoate",""
"DB01805","Monoisopropylphosphorylserine",""
"DB01806","10-{4-Dimethylamino-5-[4-Hydroxy-6-Methyl-5-(6-Methyl-5-Oxo-Tetrahydro-Pyran-2-Yloxy)-Tetrahydro-Pyrane-2-Yloxy]-6-Methyl-Tetrahydro-Pyran-2-Yloxy}-8-Ethyl-1,8,11-Trihydroxy-7,8,9,10-Tetrahydro-Naphthacene-5,12-Dione",""
"DB01807","N-[(3z)-5-Tert-Butyl-2-Phenyl-1,2-Dihydro-3h-Pyrazol-3-Ylidene]-N'-(4-Chlorophenyl)Urea",""
"DB01808","Thiarsahydroxy-Cysteine",""
"DB01809","1-Ter-Butyl-3-P-Tolyl-1h-Pyrazolo[3,4-D]Pyrimidin-4-Ylamine",""
"DB01810","[1-(1-Methyl-4,5-Dioxo-Pent-2-Enylcarbamoyl)-2-Phenyl-Ethyl]-Carbamic Acid Benzyl Ester",""
"DB01811","3h-Indole-5,6-Diol",""
"DB01812","Adenosine-3'-5'-Diphosphate",""
"DB01813","Pyridoxyl-Glutamic Acid-5'-Monophosphate",""
"DB01814","2-Tridecanoyloxy-Pentadecanoic Acid",""
